(740, 482, 55, 240, 235, 745, 740)
(740, 794, 630, 220, 32, 2, 368)
(740, 390, 590, 231, 240, 235, 745)
(129, 817, 310, 350, 128, 857, 3)
(740, 100, 415, 2, 130, 35, 171)
(90, 740, 100, 415, 2, 31, 350)
(740, 798, 803, 2, 390, 530, 741)
(405, 61, 33, 706, 794, 630, 220)
(740, 407, 590, 690, 436, 255, 920)
(368, 33, 705, 31, 741, 390, 741)
(740, 390, 590, 70, 32, 2, 861)
(740, 690, 435, 255, 220, 32, 240)
(740, 760, 235, 2, 390, 125, 195)
(407, 845, 140, 740, 233, 240, 798)
(740, 690, 435, 255, 1, 60, 201)
(740, 100, 904, 33, 705, 231, 798)
(368, 501, 821, 1, 480, 850, 595)
(740, 900, 790, 407, 61, 845, 806)
(90, 740, 35, 171, 61, 31, 2)
(400, 740, 760, 32, 33, 177, 550)
(520, 33, 706, 235, 798, 803, 2)
(90, 740, 100, 415, 240, 2, 817)
(520, 33, 705, 231, 220, 2, 817)
(405, 61, 70, 32, 33, 706, 235)
(740, 752, 17, 503, 240, 235, 806)
(400, 592, 140, 3, 900, 692, 3)
(871, 400, 740, 543, 350, 895, 785)
(791, 575, 740, 222, 176, 60, 920)
(740, 690, 435, 255, 2, 368, 861)
(400, 150, 617, 55, 1, 150, 243)
(740, 455, 235, 798, 742, 460, 353)
(236, 240, 33, 705, 798, 2, 820)
(740, 690, 435, 255, 240, 220, 415)
(161, 390, 590, 31, 740, 60, 920)
(740, 443, 388, 33, 705, 233, 2)
(700, 33, 151, 706, 31, 2, 817)
(90, 740, 220, 16, 31, 35, 545)
(740, 760, 33, 705, 803, 2, 920)
(791, 575, 413, 222, 176, 60, 920)
(874, 543, 520, 1, 741, 794, 324)
(740, 879, 220, 415, 2, 287, 140)
(740, 904, 233, 240, 798, 60, 692)
(407, 321, 407, 845, 33, 706, 235)
(740, 923, 70, 32, 33, 706, 231)
(407, 32, 520, 95, 585, 17, 220)
(590, 705, 435, 255, 778, 2, 817)
(32, 316, 33, 705, 233, 1, 920)
(740, 100, 233, 220, 32, 2, 820)
(740, 388, 807, 33, 706, 233, 235)
(520, 70, 33, 705, 233, 235, 803)
(97, 520, 33, 740, 717, 220, 415)
(400, 297, 352, 892, 590, 740, 176)
(842, 535, 99, 4, 483, 60, 692)
(740, 690, 435, 255, 240, 235, 745)
(817, 220, 632, 66, 740, 760, 26)
(740, 390, 590, 233, 2, 368, 202)
(740, 920, 320, 233, 806, 2, 405)
(520, 33, 705, 235, 832, 2, 817)
(740, 760, 33, 33, 220, 415, 798)
(440, 411, 740, 335, 2, 285, 491)
(90, 740, 240, 235, 590, 645, 104)
(416, 1, 520, 240, 806, 2, 502)
(31, 850, 140, 236, 220, 32, 803)
(690, 90, 740, 176, 742, 60, 920)
(842, 535, 99, 740, 483, 60, 692)
(407, 32, 520, 100, 585, 435, 231)
(90, 740, 100, 415, 240, 2, 861)
(617, 142, 1, 595, 95, 717, 747)
(423, 3, 1, 900, 740, 690, 435)
(400, 456, 503, 337, 484, 920, 140)
(740, 100, 798, 220, 32, 2, 861)
(617, 142, 384, 32, 154, 806, 467)
(740, 390, 590, 233, 231, 2, 107)
(605, 740, 142, 2, 374, 310, 350)
(520, 33, 705, 235, 233, 2, 817)
(679, 740, 575, 17, 240, 806, 2)
(740, 585, 17, 33, 706, 803, 2)
(740, 575, 17, 31, 741, 60, 920)
(740, 760, 260, 255, 220, 63, 315)
(450, 617, 740, 460, 510, 741, 252)
(740, 55, 240, 235, 806, 2, 220)
(740, 554, 220, 415, 798, 60, 690)
(32, 840, 221, 150, 741, 70, 255)
(740, 585, 17, 740, 240, 2, 817)
(679, 740, 176, 240, 798, 2, 861)
(154, 806, 472, 1, 740, 405, 590)
(527, 388, 233, 740, 176, 2, 861)
(244, 165, 879, 220, 416, 803, 2)
(740, 798, 240, 235, 2, 220, 65)
(740, 405, 590, 220, 235, 803, 2)
(740, 585, 240, 220, 32, 2, 817)
(953, 817, 390, 125, 308, 809, 740)
(740, 482, 240, 2, 944, 920, 140)
(817, 740, 194, 760, 1, 741, 390)
(740, 760, 220, 255, 220, 63, 315)
(740, 390, 590, 240, 741, 390, 728)
(90, 740, 100, 220, 2, 31, 165)
(527, 550, 240, 220, 32, 2, 300)
(390, 5, 2, 861, 36, 460, 513)
(368, 501, 706, 1, 480, 850, 595)
(520, 33, 706, 240, 220, 32, 368)
(740, 32, 840, 233, 220, 32, 60)
(520, 33, 706, 231, 806, 2, 817)
(354, 1, 740, 405, 590, 33, 706)
(740, 482, 55, 220, 415, 798, 803)
(33, 740, 142, 61, 140, 2, 546)
(740, 760, 70, 921, 460, 503, 2)
(90, 740, 220, 742, 534, 550, 90)
(740, 100, 140, 3, 2, 156, 920)
(3, 1, 520, 240, 806, 2, 502)
(740, 798, 235, 1, 368, 831, 165)
(90, 740, 220, 3, 2, 390, 72)
(90, 740, 220, 2, 368, 550, 821)
(740, 390, 590, 235, 2, 374, 309)
(921, 100, 415, 904, 17, 32, 820)
(90, 740, 220, 55, 1, 740, 500)
(400, 740, 575, 17, 920, 320, 798)
(817, 521, 521, 740, 221, 2, 31)
(740, 773, 33, 705, 233, 803, 2)
(400, 740, 275, 320, 235, 240, 798)
(215, 31, 480, 140, 632, 705, 2)
(368, 1, 740, 543, 350, 2, 820)
(740, 773, 240, 2, 900, 3, 590)
(740, 803, 220, 32, 220, 2, 820)
(520, 33, 705, 220, 415, 2, 861)
(520, 70, 219, 2, 861, 32, 520)
(740, 904, 32, 220, 415, 235, 803)
(892, 70, 590, 495, 520, 231, 368)
(527, 550, 33, 705, 233, 2, 817)
(204, 630, 233, 832, 904, 794, 630)
(226, 3, 2, 297, 350, 125, 413)
(740, 400, 142, 61, 2, 798, 435)
(904, 4, 821, 1, 480, 850, 595)
(679, 740, 220, 32, 806, 1, 595)
(407, 4, 1, 740, 407, 590, 235)
(740, 100, 415, 927, 60, 920, 31)
(740, 100, 235, 233, 741, 60, 920)
(740, 690, 435, 255, 803, 220, 240)
(740, 100, 415, 798, 460, 350, 2)
(416, 1, 565, 740, 220, 32, 2)
(740, 100, 176, 2, 861, 533, 717)
(527, 555, 33, 706, 235, 2, 817)
(740, 405, 590, 32, 900, 3, 806)
(520, 240, 220, 32, 2, 861, 603)
(125, 435, 255, 2, 286, 220, 31)
(740, 336, 2, 220, 65, 440, 455)
(390, 128, 701, 226, 32, 2, 1)
(617, 55, 435, 255, 400, 136, 140)
(565, 740, 798, 235, 233, 1, 2)
(33, 33, 142, 61, 140, 2, 546)
(871, 740, 637, 798, 460, 350, 2)
(740, 760, 1, 220, 415, 798, 803)
(90, 740, 240, 235, 2, 906, 140)
(97, 159, 33, 740, 717, 220, 415)
(90, 326, 700, 920, 125, 1, 55)
(740, 760, 175, 176, 220, 415, 798)
(740, 690, 435, 255, 240, 741, 906)
(151, 337, 484, 2, 390, 125, 632)
(520, 33, 705, 220, 803, 55, 2)
(740, 877, 32, 33, 705, 231, 235)
(161, 55, 240, 220, 32, 2, 820)
(740, 142, 61, 31, 741, 125, 575)
(590, 615, 232, 240, 1, 60, 920)
(407, 61, 740, 923, 233, 806, 60)
(740, 717, 233, 2, 220, 880, 689)
(740, 760, 220, 16, 382, 741, 572)
(740, 760, 264, 231, 742, 315, 32)
(317, 740, 335, 740, 176, 2, 920)
(953, 817, 390, 125, 308, 809, 33)
(740, 100, 176, 840, 13, 2, 817)
(740, 752, 6, 503, 236, 806, 2)
(740, 575, 17, 60, 220, 65, 374)
(32, 850, 32, 530, 740, 741, 456)
(842, 374, 740, 803, 60, 692, 740)
(520, 231, 2, 220, 65, 132, 82)
(740, 900, 790, 220, 415, 798, 806)
(409, 32, 845, 33, 705, 231, 806)
(422, 3, 1, 60, 65, 405, 720)
(740, 255, 705, 140, 3, 2, 861)
(413, 820, 220, 65, 798, 550, 820)
(527, 555, 740, 55, 240, 415, 798)
(520, 382, 32, 2, 820, 1, 440)
(740, 760, 615, 104, 717, 235, 2)
(740, 176, 690, 435, 255, 220, 32)
(390, 697, 151, 740, 176, 798, 803)
(154, 806, 468, 1, 740, 877, 760)
(527, 550, 33, 705, 233, 415, 60)
(817, 521, 90, 740, 221, 2, 31)
(590, 615, 140, 240, 1, 60, 920)
(407, 845, 140, 740, 101, 923, 240)
(740, 32, 840, 585, 17, 2, 817)
(151, 740, 760, 220, 590, 850, 32)
(520, 33, 705, 220, 32, 72, 2)
(832, 904, 740, 444, 388, 233, 798)
(90, 740, 222, 231, 2, 861, 683)
(740, 773, 233, 2, 803, 320, 705)
(740, 920, 320, 233, 240, 1, 2)
(520, 33, 706, 233, 2, 817, 192)
(740, 639, 240, 2, 436, 255, 777)
(740, 798, 460, 350, 741, 590, 32)
(740, 798, 460, 350, 2, 814, 84)
(740, 100, 1, 440, 742, 60, 920)
(151, 740, 760, 892, 590, 850, 32)
(892, 374, 740, 760, 840, 416, 2)
(740, 100, 240, 741, 702, 900, 3)
(215, 1, 480, 306, 813, 33, 60)
(740, 690, 435, 255, 220, 32, 2)
(740, 390, 590, 220, 3, 60, 840)
(350, 1, 740, 362, 692, 32, 2)
(740, 390, 590, 904, 220, 32, 803)
(90, 740, 220, 55, 1, 741, 500)
(740, 560, 233, 2, 291, 690, 564)
(740, 390, 590, 233, 220, 415, 798)
(740, 760, 33, 33, 240, 2, 824)
(740, 900, 790, 407, 61, 845, 803)
(298, 465, 33, 705, 231, 2, 564)
