(527, 555, 740, 55, 240, 415)
(407, 4, 1, 740, 443, 388)
(740, 482, 55, 220, 415, 798)
(871, 740, 740, 798, 460, 350)
(740, 585, 17, 33, 706, 803)
(241, 156, 590, 706, 794, 732)
(390, 600, 617, 2, 190, 125)
(817, 740, 740, 760, 1, 741)
(740, 904, 233, 240, 798, 60)
(740, 405, 590, 235, 2, 31)
(740, 585, 17, 33, 705, 233)
(740, 636, 240, 233, 235, 2)
(740, 760, 705, 742, 60, 920)
(422, 3, 263, 104, 745, 55)
(740, 585, 17, 240, 2, 305)
(32, 840, 267, 150, 741, 70)
(740, 920, 320, 233, 1, 821)
(400, 525, 550, 33, 705, 220)
(215, 1, 480, 306, 813, 33)
(740, 877, 32, 235, 60, 550)
(520, 33, 705, 231, 220, 2)
(90, 740, 100, 415, 2, 31)
(740, 760, 33, 705, 803, 2)
(740, 390, 590, 741, 390, 790)
(740, 752, 460, 495, 240, 415)
(527, 550, 233, 2, 812, 95)
(740, 585, 17, 2, 611, 615)
(740, 626, 176, 33, 705, 233)
(740, 32, 923, 382, 233, 2)
(740, 585, 798, 2, 861, 216)
(740, 482, 55, 240, 235, 745)
(621, 740, 798, 838, 741, 92)
(400, 150, 617, 55, 1, 150)
(740, 923, 70, 32, 33, 706)
(679, 740, 575, 17, 240, 806)
(411, 440, 236, 220, 741, 634)
(400, 740, 575, 17, 920, 320)
(520, 33, 706, 231, 806, 2)
(679, 740, 176, 240, 798, 2)
(740, 760, 260, 255, 220, 63)
(740, 798, 803, 2, 390, 530)
(740, 760, 264, 231, 742, 315)
(740, 455, 240, 235, 60, 820)
(422, 3, 1, 60, 65, 405)
(705, 240, 235, 1, 2, 204)
(740, 176, 240, 2, 702, 503)
(842, 535, 99, 740, 483, 60)
(1, 820, 595, 760, 706, 635)
(90, 740, 176, 741, 65, 123)
(527, 555, 55, 233, 235, 741)
(679, 740, 220, 415, 1, 820)
(740, 900, 790, 233, 798, 1)
(700, 33, 900, 645, 368, 817)
(679, 740, 575, 17, 2, 817)
(740, 176, 1, 367, 861, 216)
(520, 95, 33, 706, 240, 798)
(740, 760, 519, 240, 2, 861)
(740, 773, 240, 900, 3, 590)
(861, 292, 590, 520, 70, 503)
(90, 740, 100, 320, 1, 300)
(527, 550, 740, 240, 2, 808)
(740, 690, 435, 255, 2, 368)
(740, 760, 33, 33, 240, 2)
(740, 760, 440, 90, 853, 16)
(520, 33, 706, 233, 2, 817)
(740, 900, 3, 2, 940, 705)
(423, 3, 1, 900, 740, 690)
(289, 350, 590, 32, 900, 853)
(740, 760, 605, 2, 540, 590)
(244, 740, 879, 220, 416, 803)
(740, 373, 31, 2, 315, 850)
(700, 32, 702, 61, 2, 817)
(700, 33, 711, 335, 575, 413)
(407, 4, 2, 365, 460, 495)
(90, 740, 240, 235, 590, 645)
(622, 740, 717, 861, 820, 551)
(527, 550, 33, 705, 233, 415)
(740, 803, 220, 32, 220, 2)
(740, 585, 17, 740, 240, 2)
(90, 740, 220, 55, 1, 740)
(90, 740, 220, 16, 2, 297)
(226, 32, 231, 798, 2, 693)
(688, 100, 240, 233, 2, 861)
(740, 575, 17, 60, 220, 65)
(740, 760, 220, 16, 382, 741)
(390, 34, 2, 374, 228, 741)
(740, 100, 585, 741, 840, 346)
(90, 740, 362, 2, 360, 832)
(740, 690, 435, 255, 240, 235)
(129, 817, 310, 350, 128, 857)
(740, 100, 415, 191, 2, 817)
(740, 900, 790, 407, 61, 845)
(97, 520, 33, 705, 717, 220)
(520, 233, 220, 240, 2, 617)
(226, 803, 2, 220, 455, 520)
(791, 575, 413, 222, 176, 60)
(90, 740, 240, 235, 1, 820)
(32, 840, 221, 150, 741, 70)
(622, 740, 368, 861, 820, 551)
(842, 871, 192, 368, 482, 60)
(740, 407, 590, 31, 752, 33)
(740, 55, 240, 220, 32, 806)
(740, 904, 220, 32, 2, 142)
(90, 326, 700, 920, 125, 1)
(527, 550, 803, 2, 368, 518)
(740, 760, 440, 240, 220, 2)
(621, 520, 231, 240, 2, 456)
(892, 70, 590, 495, 520, 231)
(31, 840, 140, 740, 101, 2)
(390, 844, 240, 806, 2, 861)
(740, 100, 415, 798, 460, 350)
(151, 31, 90, 32, 1, 505)
(90, 740, 220, 16, 31, 35)
(740, 390, 590, 233, 2, 368)
(520, 33, 705, 235, 832, 2)
(740, 923, 803, 741, 500, 705)
(740, 798, 460, 350, 742, 706)
(740, 100, 904, 33, 705, 231)
(520, 231, 2, 220, 65, 132)
(527, 550, 740, 443, 60, 820)
(390, 5, 2, 861, 36, 460)
(407, 321, 407, 845, 33, 706)
(137, 3, 1, 740, 920, 322)
(151, 760, 220, 3, 2, 861)
(740, 560, 233, 2, 291, 690)
(400, 296, 350, 892, 632, 32)
(740, 142, 61, 31, 741, 125)
(871, 740, 637, 798, 460, 350)
(740, 923, 33, 705, 60, 692)
(817, 521, 90, 740, 221, 2)
(700, 32, 690, 436, 954, 55)
(520, 33, 705, 233, 240, 2)
(407, 845, 140, 740, 101, 923)
(90, 740, 220, 3, 2, 390)
(413, 820, 220, 65, 798, 550)
(368, 1, 550, 543, 350, 2)
(740, 803, 233, 741, 250, 579)
(740, 760, 921, 235, 2, 112)
(700, 32, 740, 335, 575, 413)
(294, 350, 595, 820, 2, 820)
(740, 760, 70, 921, 460, 503)
(527, 388, 233, 740, 176, 2)
(520, 70, 255, 832, 2, 817)
(740, 900, 790, 407, 845, 806)
(740, 338, 605, 176, 1, 820)
(520, 33, 705, 235, 233, 2)
(740, 222, 2, 207, 550, 390)
(842, 374, 125, 803, 60, 692)
(740, 100, 240, 235, 741, 175)
(97, 159, 33, 740, 717, 220)
(740, 100, 415, 176, 2, 820)
(740, 773, 2, 900, 3, 590)
(740, 798, 460, 350, 2, 814)
(154, 806, 474, 1, 2, 820)
(740, 405, 590, 220, 3, 2)
(740, 32, 840, 33, 705, 798)
(407, 4, 1, 740, 407, 590)
(298, 465, 33, 705, 231, 2)
(740, 255, 705, 140, 3, 2)
(233, 226, 32, 60, 220, 575)
(740, 390, 590, 240, 741, 390)
(33, 33, 142, 61, 140, 2)
(740, 617, 550, 61, 435, 93)
(90, 740, 222, 231, 2, 861)
(740, 900, 850, 407, 61, 845)
(740, 636, 240, 204, 705, 621)
(154, 806, 469, 1, 740, 877)
(740, 812, 33, 240, 220, 32)
(405, 61, 527, 555, 233, 235)
(161, 390, 590, 31, 740, 60)
(798, 821, 1, 480, 850, 820)
(520, 70, 33, 705, 233, 235)
(740, 176, 690, 435, 255, 220)
(400, 740, 798, 365, 415, 1)
(740, 585, 900, 2, 2, 820)
(151, 279, 142, 2, 390, 95)
(740, 840, 13, 745, 31, 370)
(520, 233, 240, 803, 741, 125)
(565, 31, 416, 140, 220, 1)
(400, 740, 636, 240, 31, 32)
(740, 390, 590, 233, 220, 415)
(520, 33, 706, 2, 817, 808)
(740, 100, 240, 741, 702, 900)
(740, 165, 900, 60, 111, 575)
(740, 388, 231, 240, 798, 1)
(740, 100, 415, 904, 17, 32)
(740, 337, 484, 741, 60, 920)
(842, 871, 192, 740, 482, 60)
(740, 100, 233, 220, 32, 2)
(740, 900, 3, 803, 2, 820)
(740, 690, 435, 255, 220, 32)
(740, 920, 320, 233, 240, 1)
(740, 904, 235, 741, 60, 920)
(215, 31, 480, 140, 632, 705)
(590, 615, 140, 240, 1, 60)
(740, 405, 590, 220, 32, 806)
(1, 304, 354, 125, 812, 33)
(740, 388, 220, 4, 60, 920)
(740, 729, 407, 845, 236, 2)
(842, 32, 31, 592, 31, 60)
(740, 760, 17, 503, 368, 817)
(740, 639, 240, 2, 436, 255)
(90, 740, 220, 55, 1, 741)
(740, 645, 3, 741, 70, 255)
(390, 820, 460, 60, 368, 920)
(151, 740, 760, 220, 590, 850)
(892, 890, 417, 2, 56, 91)
(520, 33, 706, 60, 232, 4)
(390, 503, 740, 168, 2, 817)
(617, 142, 1, 220, 455, 820)
(405, 18, 1, 220, 786, 850)
(740, 460, 503, 31, 2, 900)
(740, 390, 590, 235, 2, 374)
(740, 100, 176, 838, 1, 220)
(617, 831, 2, 1, 302, 840)
(820, 302, 596, 18, 125, 381)
(90, 740, 792, 740, 220, 3)
(740, 575, 17, 31, 741, 60)
(407, 61, 740, 923, 233, 806)
(740, 400, 142, 61, 2, 798)
(405, 61, 33, 706, 794, 630)
(405, 845, 686, 740, 793, 3)
(617, 142, 384, 32, 154, 806)
(740, 798, 231, 2, 298, 460)
(520, 382, 32, 2, 820, 1)
(520, 72, 233, 740, 798, 2)
(740, 760, 70, 255, 832, 240)
(97, 159, 33, 705, 717, 220)
(520, 33, 705, 220, 803, 55)
(621, 220, 415, 2, 257, 892)
(740, 760, 93, 2, 252, 575)
(740, 100, 176, 2, 812, 31)
(590, 615, 232, 240, 1, 60)
(679, 740, 220, 32, 806, 1)
(520, 70, 219, 2, 861, 32)
(368, 501, 821, 1, 480, 850)
(740, 406, 590, 741, 60, 920)
(151, 337, 484, 2, 390, 125)
(740, 773, 231, 806, 2, 861)
(740, 554, 220, 415, 798, 60)
(740, 615, 495, 240, 2, 861)
(740, 100, 415, 745, 60, 920)
(740, 460, 510, 235, 220, 32)
(740, 94, 220, 32, 2, 144)
(405, 844, 32, 840, 2, 861)
(406, 371, 220, 415, 803, 742)
(740, 798, 405, 590, 33, 706)
(90, 740, 400, 350, 31, 545)
(740, 892, 590, 893, 1, 615)
(904, 4, 821, 1, 480, 850)
(871, 947, 740, 543, 350, 895)
(740, 405, 590, 32, 900, 3)
(740, 440, 220, 32, 741, 390)
(520, 220, 31, 1, 706, 575)
(400, 255, 400, 165, 900, 1)
(400, 892, 81, 518, 1, 31)
(520, 460, 495, 2, 595, 906)
(621, 740, 390, 590, 2, 817)
(740, 690, 435, 255, 2, 861)
(384, 575, 706, 717, 2, 861)
(527, 550, 240, 220, 32, 2)
(520, 220, 3, 741, 60, 920)
(90, 740, 100, 220, 32, 741)
(520, 240, 220, 32, 2, 861)
(740, 794, 630, 220, 32, 2)
(740, 455, 235, 798, 742, 460)
(90, 740, 255, 705, 2, 861)
(167, 705, 368, 5, 741, 60)
(31, 850, 140, 236, 220, 32)
(740, 32, 840, 235, 2, 861)
(740, 269, 511, 233, 60, 820)
(740, 388, 235, 240, 798, 2)
(740, 176, 33, 705, 240, 235)
(354, 1, 740, 405, 590, 33)
(740, 904, 32, 220, 415, 235)
(740, 100, 692, 491, 2, 817)
(405, 32, 520, 95, 585, 17)
(520, 70, 220, 32, 240, 838)
(220, 500, 520, 2, 862, 32)
(740, 100, 140, 3, 2, 156)
(400, 740, 920, 320, 233, 240)
(740, 900, 5, 741, 390, 125)
(151, 390, 590, 741, 330, 368)
(504, 350, 240, 741, 60, 920)
(740, 923, 220, 32, 2, 820)
(520, 33, 705, 233, 235, 808)
(527, 550, 240, 220, 255, 812)
(405, 240, 740, 176, 2, 326)
(617, 55, 435, 255, 400, 136)
(740, 32, 840, 220, 2, 861)
(64, 31, 400, 521, 2, 820)
(520, 70, 921, 742, 615, 920)
(151, 233, 803, 33, 705, 240)
(740, 717, 233, 2, 220, 880)
(740, 773, 240, 235, 60, 690)
(154, 806, 468, 1, 740, 877)
(921, 100, 415, 904, 17, 32)
(520, 33, 705, 2, 172, 32)
(565, 740, 798, 235, 233, 1)
(368, 821, 55, 31, 2, 31)
(407, 4, 1, 745, 561, 586)
(740, 231, 220, 32, 2, 817)
(416, 1, 740, 720, 175, 2)
(820, 740, 176, 741, 65, 123)
(236, 240, 33, 705, 798, 2)
(740, 900, 3, 806, 33, 705)
(405, 61, 70, 32, 33, 706)
(740, 390, 590, 741, 81, 220)
(740, 405, 590, 806, 2, 820)
(520, 33, 706, 231, 415, 803)
(90, 740, 100, 415, 240, 2)
(550, 740, 220, 60, 297, 630)
(32, 31, 222, 235, 2, 861)
(520, 33, 705, 220, 231, 72)
(740, 100, 415, 2, 705, 590)
(390, 17, 2, 220, 455, 741)
(740, 585, 17, 33, 705, 240)
(390, 128, 701, 226, 32, 2)
(740, 100, 415, 741, 60, 920)
(892, 590, 794, 732, 33, 853)
(520, 33, 705, 231, 60, 550)
(154, 31, 1, 520, 33, 705)
(520, 233, 240, 803, 2, 817)
(527, 555, 33, 706, 235, 2)
(740, 760, 175, 176, 220, 415)
(400, 740, 275, 320, 235, 240)
(100, 904, 717, 220, 415, 806)
(892, 374, 740, 760, 840, 416)
(871, 400, 740, 543, 350, 895)
(740, 773, 233, 2, 803, 320)
(350, 1, 740, 362, 692, 32)
(740, 390, 590, 231, 240, 235)
(874, 543, 350, 1, 741, 794)
(741, 32, 840, 740, 455, 861)
(151, 243, 31, 2, 820, 741)
(690, 90, 740, 176, 742, 60)
(151, 390, 590, 900, 2, 861)
(740, 482, 240, 2, 944, 920)
(858, 100, 585, 741, 840, 346)
(740, 798, 240, 60, 111, 166)
(450, 617, 33, 460, 510, 741)
(740, 61, 2, 455, 420, 32)
(400, 297, 352, 892, 590, 740)
(740, 803, 892, 31, 2, 861)
(3, 1, 520, 240, 806, 2)
(700, 740, 702, 61, 2, 817)
(740, 55, 240, 235, 806, 2)
(817, 740, 194, 760, 1, 741)
(740, 100, 415, 240, 2, 817)
(520, 220, 240, 803, 2, 820)
(494, 615, 179, 100, 1, 33)
(520, 33, 706, 240, 220, 32)
(740, 100, 240, 233, 2, 861)
(740, 585, 240, 220, 32, 2)
(740, 100, 1, 440, 742, 60)
(90, 740, 220, 14, 2, 820)
(90, 740, 920, 140, 60, 692)
(740, 879, 220, 415, 2, 287)
(90, 740, 255, 705, 60, 550)
(520, 33, 705, 220, 415, 2)
(740, 760, 335, 220, 32, 2)
(740, 798, 240, 235, 2, 220)
(740, 760, 335, 741, 60, 920)
(740, 760, 1, 240, 742, 530)
(740, 690, 435, 255, 803, 220)
(32, 850, 32, 530, 740, 741)
(390, 697, 151, 740, 176, 798)
(33, 740, 142, 61, 140, 2)
(226, 3, 2, 297, 350, 125)
(520, 235, 803, 1, 368, 861)
(400, 456, 503, 337, 484, 920)
(791, 575, 740, 222, 176, 60)
(740, 337, 484, 31, 60, 891)
(740, 798, 460, 350, 235, 741)
(740, 390, 590, 70, 32, 2)
(850, 140, 803, 2, 840, 16)
(740, 336, 176, 2, 405, 372)
(740, 33, 711, 335, 575, 413)
(740, 100, 415, 927, 60, 920)
(595, 820, 100, 415, 741, 315)
(740, 32, 840, 233, 60, 550)
(874, 543, 520, 1, 741, 794)
(409, 61, 740, 235, 220, 31)
(368, 33, 705, 31, 741, 390)
(405, 5, 1, 63, 615, 262)
(740, 752, 17, 503, 240, 235)
(527, 550, 33, 706, 220, 415)
(400, 740, 405, 590, 235, 806)
(740, 760, 70, 921, 315, 220)
(740, 861, 877, 741, 705, 319)
(90, 740, 32, 840, 741, 572)
(400, 525, 550, 33, 705, 240)
(740, 388, 807, 33, 705, 233)
(32, 316, 33, 705, 233, 1)
(390, 717, 61, 2, 368, 634)
(33, 413, 893, 405, 90, 405)
(527, 555, 240, 2, 617, 70)
(740, 923, 406, 61, 70, 32)
(740, 752, 6, 503, 236, 806)
(740, 100, 806, 472, 240, 806)
(140, 165, 740, 176, 220, 803)
(407, 32, 520, 95, 585, 17)
(740, 585, 220, 130, 35, 171)
(842, 535, 99, 4, 483, 60)
(856, 260, 832, 390, 590, 2)
(920, 440, 692, 1, 542, 250)
(33, 706, 233, 220, 1, 820)
(740, 205, 32, 2, 252, 840)
(740, 407, 590, 690, 436, 255)
(860, 520, 231, 803, 1, 440)
(740, 100, 415, 2, 130, 35)
(605, 740, 142, 2, 374, 310)
(700, 740, 690, 436, 954, 55)
(742, 740, 482, 235, 1, 480)
(317, 890, 1, 32, 776, 625)
(36, 269, 140, 2, 741, 60)
(740, 390, 590, 233, 231, 2)
(390, 840, 233, 240, 744, 33)
(740, 798, 460, 350, 741, 590)
(740, 585, 2, 130, 35, 171)
(740, 861, 32, 233, 803, 2)
(740, 803, 741, 31, 32, 717)
(520, 220, 415, 2, 257, 892)
(740, 752, 440, 220, 32, 798)
(740, 55, 220, 32, 798, 2)
(407, 585, 33, 705, 233, 235)
(457, 165, 900, 60, 111, 575)
(740, 390, 590, 32, 741, 527)
(520, 33, 705, 233, 235, 60)
(740, 760, 615, 104, 717, 235)
(605, 740, 142, 67, 374, 310)
(407, 5, 1, 746, 740, 590)
(740, 760, 33, 33, 220, 415)
(740, 772, 240, 60, 415, 56)
(590, 705, 435, 255, 778, 2)
(740, 760, 70, 921, 315, 233)
(817, 220, 632, 66, 740, 760)
(740, 336, 2, 220, 65, 440)
(520, 220, 415, 519, 2, 817)
(161, 233, 220, 32, 741, 831)
(390, 128, 701, 2, 32, 2)
(740, 760, 615, 503, 2, 817)
(740, 690, 435, 255, 240, 220)
(409, 32, 845, 33, 705, 231)
(740, 384, 90, 351, 741, 33)
(400, 90, 740, 35, 171, 61)
(368, 501, 706, 1, 480, 850)
(384, 892, 706, 717, 2, 861)
(821, 1, 480, 850, 595, 391)
(90, 740, 100, 220, 2, 31)
(740, 765, 240, 1, 368, 920)
(740, 690, 435, 255, 240, 741)
(154, 806, 472, 1, 740, 405)
(740, 32, 840, 741, 60, 920)
(740, 17, 495, 235, 741, 66)
(690, 518, 740, 176, 742, 60)
(520, 400, 350, 31, 741, 762)
(740, 798, 231, 2, 55, 373)
(520, 220, 240, 798, 60, 692)
(740, 100, 176, 2, 861, 533)
(90, 740, 240, 235, 2, 906)
(740, 443, 388, 33, 705, 233)
(520, 70, 233, 798, 2, 861)
(617, 142, 1, 595, 90, 744)
(740, 760, 235, 2, 390, 125)
(740, 798, 235, 1, 368, 831)
(407, 32, 520, 100, 585, 435)
(90, 740, 220, 2, 368, 550)
(740, 100, 235, 233, 741, 60)
(407, 845, 140, 740, 233, 240)
(740, 877, 32, 33, 705, 231)
(740, 482, 803, 745, 450, 575)
(740, 923, 240, 235, 60, 820)
(740, 32, 840, 233, 220, 32)
(32, 700, 740, 388, 717, 705)
(390, 920, 322, 803, 2, 820)
(842, 374, 740, 803, 60, 692)
(520, 33, 706, 240, 233, 803)
(740, 900, 790, 220, 415, 798)
(32, 740, 222, 235, 2, 861)
(740, 760, 220, 255, 220, 63)
(527, 550, 33, 705, 233, 2)
(97, 520, 33, 740, 717, 220)
(617, 243, 741, 615, 440, 220)
(790, 296, 350, 892, 632, 32)
(740, 32, 840, 585, 17, 2)
(90, 740, 35, 171, 61, 31)
(154, 806, 471, 407, 845, 740)
(408, 32, 520, 95, 585, 17)
(832, 904, 740, 444, 388, 233)
(125, 435, 255, 2, 286, 220)
(400, 90, 740, 100, 390, 231)
(740, 690, 435, 255, 2, 817)
(158, 806, 468, 740, 752, 231)
(740, 390, 590, 235, 2, 861)
(740, 390, 590, 220, 3, 60)
(790, 740, 100, 176, 421, 3)
(740, 760, 1, 220, 415, 798)
(740, 100, 415, 740, 257, 840)
(400, 740, 760, 32, 33, 177)
(127, 381, 292, 590, 32, 901)
(740, 760, 840, 552, 2, 817)
(32, 400, 740, 388, 717, 705)
(740, 920, 320, 233, 806, 2)
(450, 617, 740, 460, 510, 741)
(520, 33, 705, 231, 2, 820)
