(151, 350, 2, 550, 615)
(224, 740, 61, 2, 824)
(617, 142, 597, 32, 905)
(407, 585, 33, 705, 233)
(740, 405, 590, 220, 32)
(617, 142, 384, 32, 154)
(565, 740, 798, 235, 233)
(740, 760, 705, 742, 60)
(605, 740, 142, 2, 374)
(93, 340, 924, 220, 260)
(740, 390, 590, 2, 820)
(90, 740, 35, 171, 61)
(520, 33, 705, 233, 235)
(740, 798, 240, 235, 2)
(527, 555, 235, 2, 861)
(390, 844, 240, 806, 2)
(400, 525, 550, 33, 705)
(740, 100, 456, 1, 820)
(700, 34, 690, 368, 817)
(422, 3, 1, 60, 65)
(740, 32, 840, 2, 768)
(740, 231, 220, 32, 2)
(520, 33, 705, 220, 803)
(700, 33, 900, 645, 368)
(921, 725, 740, 350, 504)
(690, 90, 740, 176, 742)
(151, 61, 2, 252, 692)
(400, 296, 350, 892, 632)
(740, 336, 176, 2, 405)
(70, 740, 220, 3, 900)
(3, 1, 520, 240, 806)
(740, 794, 734, 32, 235)
(740, 760, 440, 90, 853)
(740, 760, 615, 104, 717)
(741, 315, 850, 1, 820)
(740, 388, 807, 33, 706)
(740, 773, 33, 705, 233)
(740, 390, 590, 741, 390)
(90, 740, 220, 742, 534)
(138, 1, 595, 752, 455)
(740, 176, 690, 435, 255)
(740, 482, 235, 2, 824)
(390, 844, 60, 575, 717)
(520, 235, 803, 1, 368)
(250, 605, 626, 60, 820)
(740, 61, 2, 455, 420)
(740, 416, 621, 2, 820)
(740, 455, 235, 798, 742)
(740, 384, 32, 2, 817)
(740, 32, 840, 33, 705)
(400, 740, 767, 220, 416)
(405, 61, 527, 555, 233)
(520, 33, 705, 235, 233)
(740, 60, 390, 803, 740)
(820, 740, 176, 741, 65)
(740, 42, 741, 60, 920)
(520, 33, 706, 231, 415)
(740, 717, 415, 836, 900)
(832, 390, 803, 2, 861)
(740, 100, 176, 422, 3)
(72, 170, 740, 840, 13)
(407, 16, 1, 2, 861)
(740, 440, 231, 60, 692)
(740, 636, 240, 60, 692)
(521, 368, 280, 192, 440)
(740, 55, 220, 32, 798)
(740, 100, 1, 440, 742)
(158, 806, 468, 740, 752)
(690, 323, 690, 60, 550)
(233, 798, 806, 1, 922)
(865, 226, 32, 741, 390)
(90, 740, 100, 320, 1)
(700, 33, 134, 368, 590)
(740, 390, 590, 235, 368)
(740, 585, 17, 33, 705)
(679, 740, 220, 415, 1)
(740, 920, 318, 700, 692)
(740, 483, 803, 626, 61)
(400, 255, 400, 165, 900)
(520, 240, 741, 590, 575)
(405, 61, 70, 32, 33)
(740, 585, 2, 130, 35)
(520, 220, 32, 2, 820)
(740, 923, 240, 2, 817)
(892, 70, 590, 495, 520)
(390, 590, 32, 2, 880)
(740, 920, 320, 233, 240)
(740, 760, 921, 235, 2)
(204, 630, 233, 832, 904)
(416, 1, 740, 720, 175)
(909, 5, 4, 151, 803)
(740, 61, 2, 390, 140)
(368, 501, 706, 1, 480)
(520, 220, 415, 60, 920)
(740, 760, 1, 220, 415)
(740, 390, 590, 741, 821)
(740, 585, 17, 2, 820)
(215, 31, 480, 140, 632)
(400, 740, 100, 31, 705)
(740, 560, 233, 2, 291)
(740, 390, 590, 742, 700)
(154, 806, 472, 1, 740)
(400, 740, 32, 60, 13)
(90, 740, 362, 2, 360)
(740, 32, 923, 382, 233)
(740, 384, 90, 351, 741)
(527, 555, 231, 240, 798)
(90, 740, 176, 2, 861)
(236, 240, 33, 705, 798)
(255, 60, 692, 401, 920)
(742, 406, 482, 235, 1)
(154, 806, 467, 1, 2)
(740, 717, 240, 2, 820)
(700, 33, 400, 740, 388)
(1, 740, 923, 33, 705)
(740, 176, 31, 60, 201)
(520, 220, 415, 519, 2)
(740, 100, 415, 740, 257)
(700, 388, 134, 368, 590)
(103, 740, 803, 60, 540)
(406, 371, 220, 415, 803)
(740, 773, 240, 235, 60)
(34, 700, 335, 575, 413)
(740, 798, 460, 350, 2)
(527, 550, 740, 443, 60)
(520, 33, 706, 231, 806)
(520, 220, 240, 803, 2)
(151, 156, 2, 252, 692)
(740, 575, 17, 60, 220)
(520, 233, 803, 60, 820)
(90, 740, 233, 60, 368)
(740, 176, 1, 367, 861)
(700, 33, 151, 706, 31)
(2, 4, 328, 1, 803)
(90, 740, 222, 231, 2)
(156, 176, 518, 220, 416)
(740, 760, 511, 495, 741)
(127, 381, 292, 590, 32)
(740, 904, 33, 741, 700)
(740, 416, 741, 60, 920)
(740, 904, 240, 2, 817)
(740, 798, 220, 742, 146)
(390, 920, 322, 803, 2)
(390, 3, 480, 368, 861)
(740, 817, 390, 2, 820)
(740, 798, 231, 60, 820)
(90, 850, 32, 60, 573)
(520, 70, 233, 798, 2)
(740, 798, 220, 60, 820)
(504, 350, 240, 2, 861)
(740, 803, 892, 31, 2)
(520, 382, 32, 2, 820)
(32, 31, 740, 240, 235)
(740, 717, 233, 220, 32)
(33, 33, 368, 390, 590)
(426, 3, 1, 2, 817)
(700, 33, 807, 740, 219)
(740, 100, 415, 904, 17)
(740, 760, 268, 2, 840)
(405, 3, 2, 293, 360)
(740, 388, 231, 240, 798)
(740, 721, 2, 301, 350)
(394, 32, 2, 892, 740)
(90, 740, 220, 3, 2)
(740, 927, 231, 60, 692)
(390, 700, 790, 32, 63)
(740, 760, 240, 952, 740)
(700, 32, 740, 335, 575)
(740, 604, 142, 2, 518)
(226, 32, 2, 390, 692)
(740, 798, 745, 924, 692)
(97, 520, 33, 740, 717)
(90, 740, 220, 16, 2)
(400, 740, 100, 176, 175)
(740, 892, 590, 893, 1)
(173, 520, 235, 60, 550)
(740, 760, 268, 233, 220)
(700, 32, 690, 436, 954)
(740, 380, 235, 2, 817)
(740, 803, 233, 2, 817)
(871, 400, 740, 543, 350)
(740, 900, 850, 407, 61)
(740, 798, 460, 350, 235)
(740, 923, 220, 32, 2)
(740, 773, 233, 2, 803)
(740, 773, 240, 900, 3)
(740, 904, 32, 220, 415)
(220, 500, 520, 2, 862)
(740, 441, 2, 820, 33)
(740, 760, 93, 2, 252)
(90, 740, 220, 3, 741)
(400, 456, 503, 337, 484)
(31, 850, 140, 236, 220)
(520, 240, 220, 32, 2)
(856, 260, 832, 390, 590)
(740, 840, 13, 745, 31)
(740, 176, 240, 2, 702)
(413, 820, 220, 65, 798)
(400, 595, 420, 125, 32)
(400, 740, 176, 700, 33)
(527, 550, 240, 220, 32)
(740, 100, 176, 2, 812)
(712, 840, 400, 740, 440)
(742, 740, 482, 235, 1)
(740, 32, 840, 220, 2)
(740, 585, 17, 240, 2)
(400, 151, 336, 630, 706)
(520, 33, 705, 803, 853)
(226, 803, 717, 2, 764)
(90, 740, 101, 2, 820)
(740, 773, 231, 806, 2)
(160, 90, 55, 60, 190)
(740, 900, 790, 220, 415)
(130, 32, 820, 32, 820)
(740, 879, 220, 415, 2)
(520, 220, 415, 2, 257)
(426, 3, 2, 388, 31)
(740, 390, 590, 60, 550)
(740, 460, 503, 2, 817)
(520, 240, 740, 590, 575)
(416, 590, 832, 741, 3)
(740, 927, 741, 60, 920)
(151, 233, 803, 33, 705)
(740, 615, 495, 2, 825)
(679, 740, 235, 2, 861)
(740, 760, 335, 2, 33)
(740, 176, 32, 2, 861)
(740, 760, 519, 240, 2)
(740, 760, 820, 368, 263)
(400, 90, 740, 100, 415)
(892, 374, 740, 760, 840)
(408, 32, 520, 95, 585)
(740, 776, 503, 2, 817)
(740, 455, 176, 2, 817)
(740, 615, 495, 2, 817)
(151, 62, 820, 500, 706)
(232, 220, 32, 2, 168)
(390, 4, 2, 861, 125)
(90, 326, 700, 920, 125)
(740, 455, 240, 235, 60)
(520, 72, 233, 740, 798)
(740, 877, 32, 235, 60)
(226, 3, 2, 297, 350)
(520, 233, 220, 240, 2)
(407, 4, 2, 365, 460)
(740, 760, 33, 706, 233)
(294, 350, 595, 820, 2)
(520, 70, 255, 832, 2)
(226, 491, 742, 705, 575)
(858, 100, 585, 741, 840)
(679, 740, 575, 17, 240)
(151, 740, 760, 220, 590)
(520, 233, 240, 60, 201)
(700, 33, 711, 335, 575)
(457, 165, 900, 60, 111)
(400, 740, 690, 436, 255)
(520, 233, 240, 803, 741)
(154, 31, 1, 520, 33)
(740, 176, 240, 2, 817)
(151, 790, 31, 790, 495)
(850, 700, 64, 1, 856)
(740, 690, 435, 255, 220)
(740, 760, 70, 921, 315)
(621, 740, 231, 560, 534)
(861, 292, 590, 520, 70)
(892, 590, 794, 732, 33)
(354, 1, 740, 405, 590)
(60, 692, 269, 140, 2)
(520, 233, 31, 2, 861)
(90, 740, 220, 14, 2)
(740, 705, 171, 360, 64)
(407, 321, 407, 845, 33)
(740, 460, 503, 31, 2)
(740, 100, 415, 798, 460)
(700, 34, 400, 525, 550)
(60, 740, 269, 140, 2)
(97, 520, 33, 705, 717)
(740, 760, 705, 2, 577)
(241, 156, 590, 706, 794)
(740, 176, 741, 390, 125)
(740, 585, 17, 2, 611)
(621, 740, 390, 590, 2)
(90, 740, 220, 55, 1)
(450, 617, 740, 460, 510)
(125, 435, 255, 2, 286)
(740, 482, 55, 220, 415)
(390, 840, 233, 240, 744)
(740, 100, 904, 33, 705)
(520, 70, 219, 2, 861)
(400, 90, 740, 400, 90)
(368, 821, 55, 31, 2)
(740, 100, 415, 927, 60)
(865, 32, 32, 700, 605)
(740, 482, 55, 240, 235)
(520, 33, 705, 233, 240)
(740, 798, 231, 2, 298)
(740, 900, 3, 806, 33)
(407, 4, 1, 745, 561)
(90, 740, 231, 560, 534)
(520, 233, 803, 2, 817)
(740, 877, 32, 33, 705)
(740, 443, 388, 33, 705)
(151, 390, 590, 2, 374)
(400, 150, 617, 55, 1)
(740, 840, 13, 31, 2)
(390, 95, 909, 5, 825)
(368, 3, 742, 60, 920)
(155, 806, 467, 1, 692)
(520, 33, 705, 220, 231)
(407, 32, 520, 95, 585)
(520, 33, 705, 231, 2)
(740, 760, 840, 552, 2)
(617, 142, 1, 2, 820)
(740, 861, 32, 233, 803)
(705, 32, 595, 90, 175)
(700, 400, 807, 740, 219)
(700, 32, 702, 61, 2)
(740, 100, 176, 741, 617)
(740, 390, 590, 1, 820)
(740, 205, 32, 2, 252)
(97, 159, 33, 740, 717)
(400, 297, 352, 892, 590)
(400, 740, 275, 320, 235)
(740, 100, 175, 630, 705)
(33, 706, 233, 220, 1)
(90, 740, 176, 741, 65)
(317, 890, 1, 32, 776)
(740, 760, 840, 552, 3)
(740, 923, 235, 742, 380)
(407, 63, 845, 240, 798)
(700, 33, 137, 790, 820)
(790, 296, 350, 892, 632)
(527, 550, 240, 2, 817)
(400, 892, 81, 518, 1)
(151, 31, 90, 32, 1)
(527, 555, 740, 55, 240)
(520, 460, 495, 2, 595)
(90, 740, 255, 705, 2)
(400, 740, 760, 220, 416)
(688, 100, 240, 233, 2)
(416, 1, 520, 240, 806)
(368, 501, 821, 1, 480)
(740, 455, 2, 368, 260)
(226, 32, 231, 798, 2)
(740, 760, 1, 240, 742)
(740, 100, 140, 3, 2)
(740, 405, 590, 32, 900)
(423, 3, 60, 407, 140)
(232, 240, 741, 60, 920)
(32, 740, 222, 235, 2)
(520, 33, 706, 240, 235)
(621, 520, 231, 240, 2)
(400, 740, 923, 226, 32)
(740, 639, 240, 2, 861)
(740, 388, 235, 240, 798)
(154, 806, 468, 1, 740)
(151, 382, 31, 2, 861)
(1, 740, 923, 33, 706)
(740, 760, 49, 2, 817)
(740, 585, 17, 741, 630)
(520, 33, 706, 60, 232)
(32, 31, 32, 530, 740)
(621, 740, 900, 2, 820)
(740, 503, 235, 233, 2)
(527, 550, 33, 705, 233)
(154, 806, 474, 1, 2)
(215, 1, 480, 306, 813)
(390, 17, 2, 220, 455)
(390, 16, 2, 814, 560)
(740, 16, 2, 920, 317)
(617, 55, 435, 255, 400)
(740, 554, 220, 415, 798)
(842, 871, 192, 368, 482)
(740, 384, 2, 390, 346)
(390, 3, 2, 125, 350)
(740, 760, 605, 2, 861)
(861, 495, 368, 836, 741)
(679, 740, 240, 60, 550)
(740, 100, 240, 233, 2)
(740, 176, 33, 705, 235)
(740, 636, 240, 233, 235)
(494, 615, 179, 100, 1)
(740, 215, 2, 368, 119)
(740, 585, 17, 33, 706)
(520, 70, 253, 60, 692)
(740, 390, 590, 904, 220)
(33, 832, 236, 741, 361)
(161, 390, 590, 2, 861)
(740, 575, 17, 2, 820)
(740, 636, 240, 1, 692)
(520, 220, 240, 741, 440)
(740, 900, 3, 615, 503)
(400, 740, 335, 482, 176)
(520, 240, 2, 405, 501)
(527, 555, 55, 233, 235)
(232, 740, 176, 745, 440)
(400, 90, 740, 220, 3)
(740, 803, 2, 820, 741)
(740, 585, 17, 2, 817)
(64, 840, 140, 740, 176)
(740, 100, 585, 741, 840)
(520, 400, 354, 2, 817)
(740, 255, 705, 741, 412)
(740, 773, 240, 2, 900)
(520, 33, 706, 2, 861)
(740, 400, 142, 61, 2)
(740, 900, 790, 233, 798)
(740, 33, 711, 335, 575)
(740, 405, 590, 806, 2)
(90, 740, 101, 908, 545)
(520, 315, 2, 861, 626)
(440, 411, 740, 335, 2)
(590, 615, 232, 240, 1)
(740, 269, 511, 233, 60)
(520, 920, 320, 220, 415)
(400, 740, 100, 140, 3)
(740, 100, 235, 233, 741)
(408, 817, 920, 2, 861)
(617, 243, 741, 615, 440)
(400, 760, 740, 220, 416)
(520, 220, 240, 2, 820)
(740, 752, 17, 503, 240)
(740, 798, 231, 2, 55)
(740, 100, 415, 176, 792)
(850, 140, 803, 2, 840)
(740, 32, 840, 741, 60)
(871, 740, 637, 798, 460)
(740, 630, 155, 2, 679)
(740, 760, 264, 231, 742)
(850, 453, 64, 1, 856)
(817, 740, 194, 760, 1)
(90, 740, 920, 140, 60)
(526, 555, 235, 2, 861)
(520, 33, 706, 240, 220)
(241, 220, 32, 2, 861)
(740, 821, 741, 60, 920)
(740, 806, 240, 2, 820)
(740, 269, 792, 741, 345)
(90, 740, 233, 2, 817)
(390, 844, 741, 31, 371)
(740, 336, 2, 220, 65)
(590, 705, 575, 920, 140)
(740, 615, 104, 2, 817)
(520, 233, 240, 220, 32)
(226, 240, 235, 60, 690)
(590, 615, 140, 240, 1)
(289, 350, 761, 32, 60)
(520, 233, 240, 235, 741)
(32, 840, 267, 150, 741)
(740, 760, 335, 741, 60)
(741, 32, 840, 740, 455)
(740, 17, 495, 235, 741)
(409, 61, 740, 235, 220)
(154, 806, 471, 407, 845)
(520, 70, 921, 742, 615)
(817, 740, 740, 760, 1)
(832, 904, 740, 444, 388)
(740, 920, 320, 233, 806)
(520, 231, 2, 220, 65)
(405, 61, 33, 705, 236)
(520, 33, 705, 231, 220)
(405, 4, 2, 293, 360)
(407, 16, 1, 740, 923)
(740, 803, 741, 31, 32)
(405, 5, 1, 63, 615)
(740, 904, 33, 705, 235)
(33, 33, 142, 61, 140)
(390, 820, 460, 60, 368)
(151, 760, 220, 3, 2)
(520, 70, 33, 705, 233)
(842, 374, 125, 803, 60)
(920, 440, 692, 1, 542)
(405, 844, 32, 840, 2)
(740, 838, 741, 390, 900)
(422, 3, 263, 104, 745)
(407, 4, 1, 617, 142)
(390, 5, 2, 455, 511)
(740, 100, 415, 191, 2)
(740, 900, 3, 803, 2)
(740, 390, 590, 32, 60)
(740, 390, 590, 33, 705)
(740, 175, 415, 33, 1)
(740, 142, 61, 2, 817)
(400, 527, 555, 233, 235)
(33, 413, 893, 405, 90)
(1, 820, 595, 760, 706)
(350, 1, 740, 362, 692)
(740, 390, 590, 741, 81)
(520, 33, 705, 235, 832)
(31, 840, 140, 740, 101)
(740, 760, 220, 16, 382)
(740, 460, 510, 250, 853)
(740, 690, 435, 255, 233)
(842, 535, 99, 4, 483)
(400, 740, 220, 415, 798)
(740, 337, 484, 741, 60)
(90, 740, 176, 741, 347)
(422, 3, 900, 740, 690)
(622, 740, 717, 861, 820)
(921, 100, 415, 904, 17)
(740, 729, 407, 845, 236)
(36, 269, 140, 2, 741)
(151, 279, 142, 2, 390)
(740, 390, 590, 60, 820)
(740, 176, 741, 440, 405)
(820, 302, 596, 18, 125)
(740, 460, 510, 235, 220)
(740, 390, 590, 233, 2)
(740, 384, 32, 803, 2)
(520, 175, 2, 295, 502)
(740, 440, 240, 1, 820)
(740, 803, 233, 741, 250)
(90, 740, 717, 770, 235)
(740, 406, 590, 741, 60)
(409, 190, 2, 798, 55)
(400, 740, 575, 17, 920)
(791, 575, 740, 222, 176)
(90, 740, 255, 705, 60)
(161, 390, 590, 31, 740)
(740, 48, 741, 250, 579)
(821, 1, 480, 850, 595)
(842, 374, 740, 803, 60)
(740, 639, 240, 2, 436)
(740, 100, 415, 2, 820)
(953, 817, 390, 125, 308)
(32, 400, 740, 388, 717)
(621, 740, 798, 838, 741)
(740, 142, 61, 2, 861)
(740, 100, 415, 2, 817)
(740, 142, 62, 2, 817)
(621, 390, 4, 2, 817)
(740, 760, 235, 2, 390)
(679, 740, 220, 32, 806)
(527, 388, 233, 740, 176)
(740, 440, 741, 60, 920)
(740, 904, 235, 741, 60)
(740, 32, 1, 2, 904)
(527, 550, 33, 705, 240)
(90, 740, 220, 16, 31)
(520, 220, 2, 727, 317)
(740, 440, 220, 32, 741)
(740, 690, 435, 176, 233)
(390, 34, 2, 374, 228)
(90, 740, 100, 220, 2)
(740, 100, 415, 2, 861)
(137, 3, 1, 740, 920)
(520, 33, 706, 235, 798)
(817, 900, 241, 368, 260)
(740, 335, 233, 2, 861)
(740, 390, 590, 233, 231)
(740, 636, 240, 204, 705)
(740, 482, 240, 2, 861)
(400, 740, 405, 590, 235)
(450, 617, 33, 460, 510)
(740, 603, 240, 60, 692)
(621, 390, 844, 2, 820)
(740, 740, 1, 550, 467)
(90, 740, 792, 2, 817)
(156, 3, 60, 368, 817)
(384, 575, 706, 717, 2)
(740, 55, 2, 861, 603)
(861, 892, 220, 2, 824)
(740, 760, 17, 503, 368)
(400, 592, 140, 3, 900)
(740, 100, 176, 405, 19)
(390, 600, 617, 2, 190)
(740, 390, 590, 2, 861)
(740, 482, 240, 2, 944)
(520, 240, 31, 1, 740)
(407, 845, 140, 740, 101)
(740, 100, 233, 220, 32)
(220, 2, 63, 840, 900)
(740, 407, 590, 220, 3)
(874, 543, 350, 1, 741)
(90, 740, 760, 717, 853)
(740, 32, 840, 235, 2)
(368, 1, 550, 543, 350)
(740, 390, 590, 60, 795)
(368, 1, 740, 543, 350)
(154, 803, 470, 2, 861)
(391, 2, 527, 475, 5)
(621, 220, 415, 2, 257)
(740, 752, 1, 33, 706)
(520, 33, 706, 2, 817)
(740, 407, 590, 690, 436)
(740, 390, 590, 235, 2)
(740, 55, 240, 220, 32)
(740, 904, 220, 32, 2)
(740, 267, 811, 832, 60)
(407, 5, 741, 500, 561)
(527, 555, 231, 2, 817)
(405, 4, 1, 2, 817)
(865, 226, 32, 700, 605)
(621, 520, 220, 60, 880)
(520, 220, 3, 741, 60)
(617, 142, 1, 220, 455)
(617, 831, 2, 1, 302)
(407, 4, 1, 740, 443)
(740, 752, 440, 220, 32)
(32, 151, 740, 240, 235)
(520, 233, 49, 2, 861)
(740, 637, 240, 2, 861)
(317, 740, 335, 740, 176)
(90, 740, 240, 235, 1)
(740, 140, 717, 2, 298)
(165, 741, 31, 60, 692)
(156, 3, 240, 741, 345)
(740, 406, 590, 741, 406)
(90, 740, 240, 235, 590)
(520, 220, 803, 741, 262)
(520, 33, 705, 220, 415)
(790, 740, 100, 176, 421)
(527, 550, 740, 240, 2)
(740, 773, 156, 2, 820)
(520, 220, 240, 798, 60)
(527, 550, 235, 2, 817)
(740, 100, 415, 2, 705)
(740, 390, 590, 231, 240)
(740, 923, 70, 32, 33)
(740, 760, 220, 255, 220)
(920, 706, 193, 384, 32)
(740, 388, 220, 4, 60)
(740, 255, 920, 60, 692)
(740, 812, 33, 240, 220)
(407, 32, 520, 100, 585)
(400, 740, 585, 838, 240)
(400, 90, 740, 100, 390)
(679, 740, 575, 17, 2)
(740, 760, 70, 255, 832)
(740, 390, 590, 240, 741)
(161, 55, 240, 220, 32)
(590, 705, 435, 255, 778)
(740, 680, 90, 585, 17)
(740, 407, 590, 31, 752)
(740, 31, 504, 235, 60)
(520, 400, 350, 31, 741)
(233, 226, 32, 60, 220)
(740, 765, 240, 1, 368)
(740, 798, 405, 590, 33)
(740, 760, 33, 705, 803)
(740, 630, 240, 741, 861)
(289, 350, 590, 32, 900)
(400, 202, 892, 220, 920)
(740, 390, 590, 220, 3)
(740, 100, 415, 240, 2)
(100, 904, 717, 220, 415)
(16, 2, 504, 342, 632)
(740, 904, 32, 60, 550)
(159, 243, 1, 740, 325)
(740, 400, 142, 61, 33)
(286, 645, 1, 368, 817)
(527, 555, 240, 2, 617)
(520, 33, 705, 220, 32)
(527, 550, 803, 2, 368)
(740, 752, 6, 503, 236)
(740, 760, 235, 2, 861)
(400, 740, 575, 17, 798)
(1, 368, 861, 255, 371)
(1, 595, 142, 717, 747)
(390, 503, 740, 168, 2)
(871, 947, 740, 543, 350)
(595, 820, 100, 415, 741)
(520, 220, 4, 2, 817)
(32, 700, 740, 388, 717)
(129, 817, 310, 350, 128)
(740, 923, 33, 705, 60)
(740, 55, 33, 706, 235)
(400, 241, 31, 60, 820)
(390, 3, 2, 31, 575)
(527, 555, 33, 706, 235)
(740, 760, 440, 2, 297)
(565, 31, 416, 140, 220)
(740, 760, 33, 33, 240)
(705, 240, 235, 1, 2)
(740, 32, 840, 585, 17)
(520, 70, 220, 32, 240)
(621, 390, 531, 2, 820)
(798, 821, 1, 480, 850)
(390, 3, 2, 111, 167)
(740, 717, 233, 2, 220)
(617, 142, 1, 595, 95)
(740, 760, 740, 952, 740)
(740, 760, 260, 255, 220)
(740, 760, 72, 921, 32)
(798, 806, 2, 904, 346)
(527, 550, 240, 220, 255)
(151, 220, 16, 2, 820)
(740, 61, 2, 400, 703)
(390, 5, 2, 861, 36)
(520, 33, 705, 236, 803)
(64, 31, 400, 521, 2)
(32, 840, 221, 150, 741)
(740, 7, 503, 2, 817)
(740, 861, 877, 741, 705)
(368, 33, 705, 31, 741)
(520, 220, 32, 2, 861)
(740, 388, 900, 320, 806)
(740, 803, 220, 32, 220)
(90, 740, 792, 740, 220)
(690, 740, 690, 60, 550)
(740, 100, 415, 745, 60)
(740, 760, 61, 60, 692)
(405, 845, 686, 740, 793)
(400, 740, 760, 435, 690)
(740, 803, 231, 60, 692)
(740, 760, 19, 2, 817)
(740, 31, 904, 1, 32)
(368, 840, 830, 2, 861)
(904, 4, 821, 1, 480)
(90, 740, 531, 60, 692)
(740, 400, 142, 61, 368)
(740, 165, 900, 60, 111)
(842, 32, 31, 592, 31)
(740, 405, 590, 235, 2)
(33, 711, 335, 575, 413)
